nbis-gene-3572	GO:0000781,GO:0005635,GO:0005654,GO:0005634,GO:0001741,GO:0030295,GO:0019901,GO:0006974,GO:0070200,GO:0000082,GO:0007140,GO:0070197,GO:0048477,GO:0008284,GO:0045860,GO:0007283,GO:0016233
nbis-gene-3779	GO:0005929,GO:0005789,GO:0071782,GO:0005768,GO:0005794,GO:0032593,GO:0030670,GO:0055037,GO:0055038,GO:0005802,GO:0019003,GO:0005525,GO:0003924,GO:0007409,GO:0032869,GO:0071786,GO:0016197,GO:0045200,GO:0097051,GO:0043001,GO:0006893,GO:0030859,GO:1903361,GO:0072659,GO:0016192
nbis-gene-3171	GO:0016020,GO:0140359,GO:0005524,GO:0016887,GO:0042626,GO:0031152,GO:0048870,GO:0031288,GO:0055085
nbis-gene-2446	GO:0006633
nbis-gene-2597	GO:0005634,GO:0000981,GO:0046872,GO:0000978,GO:0048856,GO:0006357
nbis-gene-2289	GO:0005737,GO:0005829,GO:0005783,GO:0070062,GO:0005794,GO:0005739,GO:0051538,GO:0051539,GO:0003994,GO:0047780,GO:0030350,GO:0046872,GO:0003723,GO:0006101,GO:0050892,GO:0006879,GO:0009791,GO:0006417,GO:0010040,GO:0006099
nbis-gene-2289	GO:0005737,GO:0005829,GO:0005783,GO:0070062,GO:0005794,GO:0005739,GO:0051538,GO:0051539,GO:0003994,GO:0047780,GO:0030350,GO:0046872,GO:0003723,GO:0006101,GO:0050892,GO:0006879,GO:0009791,GO:0006417,GO:0010040,GO:0006099
nbis-gene-3721	GO:0004519,GO:0046872,GO:0003964
nbis-gene-3417	GO:0009986,GO:0098554,GO:0036513,GO:0005783,GO:0005789,GO:0098553,GO:0016020,GO:0005886,GO:0005791,GO:0042500,GO:0008233,GO:0042803,GO:0031625,GO:0034599,GO:0001701,GO:0033619,GO:1904211,GO:0006465
nbis-gene-3426	GO:0015629,GO:0005938,GO:0005737,GO:0005794,GO:0016020,GO:0005874,GO:0015630,GO:0005886,GO:0014069,GO:0032587,GO:0003779,GO:0051015,GO:0005509,GO:0008017,GO:0051011,GO:0005198,GO:0007163,GO:0043001,GO:0045104,GO:0001707,GO:0045773,GO:0030177,GO:0006620,GO:0008104,GO:0030334,GO:0051893,GO:0032886,GO:0016055,GO:0042060
nbis-gene-3517	GO:0046872,GO:0030371,GO:0061630,GO:0004842,GO:0017148,GO:0043161,GO:0016567
nbis-gene-3222	GO:0005737,GO:0005829,GO:0005615,GO:0005654,GO:0005634,GO:0032991,GO:0004190,GO:0004197,GO:0097153,GO:0097200,GO:0008234,GO:0008233,GO:0003723,GO:0006915,GO:0071222,GO:0072734,GO:0042742,GO:0097194,GO:0044346,GO:0007507,GO:0070227,GO:0051402,GO:1905686,GO:0030163,GO:0051604,GO:0016485,GO:0006508,GO:0009411,GO:0051146
nbis-gene-3589	GO:0098560,GO:0098574,GO:0005634,GO:0008270,GO:0001817
nbis-gene-2560	GO:0005829,GO:0030027,GO:0016607,GO:0005634,GO:0005886,GO:0032587,GO:0016308,GO:0005524,GO:0019900,GO:0030036,GO:0060326,GO:0010761,GO:0048041,GO:0006661,GO:0046488,GO:0046854,GO:0008654,GO:0016310,GO:0072659,GO:0097178
nbis-gene-2506	GO:0005737,GO:0005789,GO:0005634,GO:0005524,GO:0004686,GO:0004694,GO:0106310,GO:0036499,GO:0010508,GO:0046330,GO:0010389
nbis-gene-3703	GO:0098559,GO:0098560,GO:0098574,GO:0009898,GO:0000139,GO:0005765,GO:0005634,GO:0005125,GO:0003677,GO:0008270,GO:0001816,GO:0001817,GO:0019953
nbis-gene-3814	GO:0071944,GO:0034451,GO:0005737,GO:0005856,GO:0005829,GO:0030027,GO:0016604,GO:0005654,GO:0005634,GO:0048471,GO:0005886,GO:0001726,GO:0005092,GO:0005178,GO:0019900,GO:0019901,GO:0032148,GO:0031214,GO:0097746,GO:0002043,GO:0030154,GO:0007160,GO:0044344,GO:0035924,GO:0033622,GO:0007229,GO:0051451,GO:0006933,GO:0090051,GO:0008285,GO:0070373,GO:0010764,GO:0051895,GO:0032091,GO:0006469,GO:0090315,GO:1900025,GO:0007219,GO:0051781,GO:0008284,GO:0010595,GO:0051894,GO:0045747,GO:0051897,GO:0090314,GO:0051496,GO:0045944,GO:0072659,GO:0043113,GO:0030155,GO:0033628,GO:0043087,GO:2001044,GO:0035148
nbis-gene-2326	GO:0005730,GO:0005634,GO:0000175,GO:0004527,GO:0003723,GO:0042254
nbis-gene-2650	GO:0030687,GO:0000460,GO:0000470
nbis-gene-3130	GO:0005829,GO:0005794,GO:0000139,GO:0016020,GO:0042147
nbis-gene-3538	GO:0046872,GO:0003723,GO:0003964,GO:0009036,GO:0006310,GO:0090305,GO:0032197
nbis-gene-2613	GO:0005737,GO:0005576,GO:0005096,GO:0043087
nbis-gene-2699	GO:0005737,GO:0005829,GO:0005793,GO:0005794,GO:0000776,GO:0005654,GO:0005634,GO:0030008,GO:1990072,GO:0048208,GO:0006888,GO:0007030,GO:0051310,GO:1905342,GO:0090234,GO:0099022
nbis-gene-2917	GO:0062023,GO:0005576,GO:0005615,GO:0005102,GO:0002250,GO:0007160,GO:0072574,GO:0050868,GO:0070527,GO:0050776
nbis-gene-2572	GO:0043679,GO:0030425,GO:0098978,GO:0043025,GO:0014069,GO:0097062,GO:0007520,GO:0099175,GO:0008542
nbis-gene-2663	GO:0005739,GO:0005777,GO:0004090,GO:0042802,GO:0052650,GO:0042180,GO:0008202
nbis-gene-3822	GO:0005929,GO:0070062,GO:0005576,GO:0016020,GO:0005739,GO:0031093,GO:0023030,GO:0031267,GO:0071219,GO:0030837,GO:0051058,GO:2000568,GO:0050870,GO:0001916,GO:0032729,GO:0030334,GO:0050920,GO:2000114,GO:0090140
nbis-gene-2682	GO:0031462,GO:0008270
nbis-gene-3375	GO:0004190,GO:0004519,GO:0046872,GO:0003964,GO:0006508
nbis-gene-3077	GO:0000118,GO:0046872,GO:0004518
nbis-gene-3093	GO:0033391,GO:0005737,GO:0036464,GO:0010494,GO:0005829,GO:0016281,GO:0070062,GO:0098978,GO:0005845,GO:0016607,GO:0005634,GO:0000932,GO:0048471,GO:0098794,GO:0016442,GO:0140297,GO:0019899,GO:0031370,GO:0000340,GO:0003723,GO:0000339,GO:0003743,GO:0001662,GO:0071549,GO:0000082,GO:0045665,GO:0017148,GO:0030182,GO:0051168,GO:0045931,GO:0006417,GO:0099578,GO:0019827,GO:0006413
nbis-gene-2701	GO:0097656,GO:0034109
nbis-gene-2686	GO:0005737,GO:0003723,GO:0003743,GO:0001731
nbis-gene-3392	GO:0005654,GO:0005634,GO:0004519,GO:0004803,GO:0098038
nbis-gene-2538	GO:0005737,GO:0005634,GO:0003723,GO:0006397
nbis-gene-3070	GO:0005634,GO:0046983,GO:0008270
nbis-gene-2491	GO:0005737,GO:0005634,GO:0005524,GO:0061631,GO:0006915,GO:0016567
nbis-gene-3799	GO:0005912,GO:0005737,GO:0005856,GO:0005829,GO:0005789,GO:0070062,GO:0005925,GO:0005895,GO:0042470,GO:0045121,GO:0031965,GO:0005654,GO:0005886,GO:0098793,GO:0050839,GO:0046875,GO:0005109,GO:0019838,GO:0042802,GO:0005137,GO:0035255,GO:0042043,GO:0005546,GO:0046982,GO:0140311,GO:0044877,GO:0045545,GO:0032435,GO:0002091,GO:0000122,GO:0030307,GO:0030335,GO:0008284,GO:0010718,GO:1903543,GO:1903553,GO:0042327,GO:0030511,GO:0099054,GO:0006508,GO:0007265,GO:0007346
nbis-gene-2339	GO:0008168,GO:0032259
nbis-gene-2480	GO:0005737,GO:0005829,GO:0005886,GO:0004028,GO:0004029,GO:0004030,GO:0018479,GO:0018477,GO:0046185,GO:0006081,GO:0034599,GO:0006068,GO:0006629,GO:0006979
nbis-gene-2384	GO:0016020
nbis-gene-3433	GO:0005581,GO:0062023,GO:0005615,GO:0004867,GO:0007155
nbis-gene-3690	GO:0005737,GO:0097431,GO:0005634,GO:0007049,GO:0051301,GO:0060236
nbis-gene-2802	GO:0004020,GO:0005524,GO:0016779,GO:0004781,GO:0016310,GO:0000103
nbis-gene-2349	GO:0005730,GO:0005524,GO:0016887,GO:0003723,GO:0003724,GO:0006364
nbis-gene-3297	GO:0016020,GO:0008061,GO:0046872
nbis-gene-3823	GO:1990298,GO:0000776,GO:0033597,GO:0005654,GO:0043130,GO:0008608,GO:0051301,GO:0051321,GO:0007094,GO:0034501,GO:0051983
nbis-gene-3564	GO:0005581,GO:0062023,GO:0005576,GO:0030020,GO:0007155
nbis-gene-3691	GO:0005737,GO:0008021,GO:0005509,GO:0008048,GO:0007268,GO:0007528,GO:0007269,GO:0046928,GO:0016192
nbis-gene-2667	GO:0005694,GO:0005737,GO:0005829,GO:0005783,GO:0005794,GO:0016020,GO:0005739,GO:0005730,GO:0005654,GO:0005634,GO:1990452,GO:0048471,GO:0032991,GO:0019005,GO:0030332,GO:0042802,GO:0050816,GO:0030674,GO:0043130,GO:1990756,GO:0061630,GO:0031625,GO:0097027,GO:0034644,GO:0006974,GO:0006281,GO:0030324,GO:0010629,GO:2001205,GO:0007219,GO:0045741,GO:0070374,GO:1903378,GO:1901800,GO:1903955,GO:0031398,GO:2000060,GO:0051443,GO:0043161,GO:0031648,GO:0070534,GO:0050821,GO:0016567,GO:1903146,GO:0090049,GO:0042752,GO:0048511,GO:0031146,GO:0007062,GO:0010992,GO:0001570
nbis-gene-3053	GO:0016324,GO:0030054,GO:0042995,GO:0030864,GO:0005737,GO:0005829,GO:0005768,GO:0098978,GO:0000139,GO:0043025,GO:0016363,GO:0098688,GO:0033010,GO:0048471,GO:0005886,GO:0099189,GO:0098793,GO:0008091,GO:0008021,GO:0051015,GO:0005543,GO:0005200,GO:0099186,GO:0098918,GO:0030036,GO:0051693,GO:0030534,GO:0071361,GO:0021692,GO:0035264,GO:0099173,GO:0017158,GO:0099150,GO:0007416,GO:0016081,GO:0016079,GO:0016192
nbis-gene-2812	GO:0097442,GO:0009986,GO:0062023,GO:0031012,GO:0005615,GO:1990026,GO:0043005,GO:0043025,GO:0090733,GO:0042802,GO:0005178,GO:0007409,GO:0007160,GO:0070593,GO:1905240,GO:2001223,GO:0045668,GO:0033689,GO:0001764,GO:1990138,GO:0002076,GO:0010976,GO:1903672,GO:1903010,GO:0030155,GO:0030334,GO:1905899
nbis-gene-2364	GO:0005737,GO:0046539,GO:0001695,GO:0032259
nbis-gene-2421	GO:0008460,GO:0009225
nbis-gene-3279	GO:0062023,GO:0005615,GO:0030971,GO:0001525,GO:0007165
nbis-gene-2873	GO:0062023,GO:0071953,GO:0005615,GO:0001527,GO:0007155,GO:0071493,GO:0048251,GO:0010712,GO:0009650
nbis-gene-2991	GO:0042575,GO:0004190,GO:0003887,GO:0004519,GO:0003676,GO:0003964,GO:0015074,GO:0006508
nbis-gene-3600	GO:0005654,GO:0008270,GO:0007010,GO:0022604
nbis-gene-3810	GO:0047555,GO:0004118,GO:0046872,GO:0007635,GO:0006935,GO:0008340,GO:0032528,GO:0010754,GO:0007602,GO:0010628,GO:0010446,GO:0042542,GO:0007165
nbis-gene-3085	GO:0005737,GO:0016020,GO:0042802,GO:0030154,GO:0006325,GO:0007292,GO:0051308,GO:0007127,GO:0006396,GO:0007283
nbis-gene-3518	GO:0000932,GO:0035198,GO:0061630,GO:0004842,GO:0008270,GO:0008543,GO:0000082,GO:0010586,GO:0035278,GO:0021915,GO:0043161,GO:0051865,GO:0060964,GO:2000177,GO:0072089
nbis-gene-3805	GO:0016282,GO:0033290,GO:0071541,GO:0003723,GO:0003743,GO:0002183,GO:0001732
nbis-gene-3805	GO:0016282,GO:0033290,GO:0071541,GO:0003723,GO:0003743,GO:0002183,GO:0001732
nbis-gene-2367	GO:0005829,GO:0016020,GO:0005634,GO:0018549,GO:0008430,GO:0015031
nbis-gene-3413	GO:0005829,GO:0030425,GO:0098978,GO:0044309,GO:0043025,GO:0005886,GO:0099092,GO:0045211,GO:0035254,GO:0014824,GO:0098887,GO:0007219,GO:0045777,GO:0099003
nbis-gene-2993	GO:0005576,GO:0046872,GO:0008237,GO:0071555,GO:0006508
nbis-gene-3057	GO:0031510,GO:0008641,GO:0016925
nbis-gene-2811	GO:0005829,GO:0005783,GO:0012507,GO:0001650,GO:0005794,GO:0000139,GO:0005795,GO:0048471,GO:0006888,GO:0007030,GO:0048211,GO:0006886,GO:0061025,GO:1900076,GO:0032252,GO:0007264,GO:0045056,GO:0048280
nbis-gene-2877	GO:0005776,GO:0000421,GO:0030424,GO:0005737,GO:0005829,GO:0016234,GO:0016020,GO:0005635,GO:0031965,GO:0005730,GO:0005654,GO:0043204,GO:0005886,GO:0016605,GO:0005545,GO:0046872,GO:0035973
nbis-gene-2610	GO:0009986,GO:0005911,GO:0030425,GO:0098978,GO:0005886,GO:0045202,GO:0001540,GO:0019955,GO:0004896,GO:0004930,GO:0030165,GO:0046982,GO:0042803,GO:0044877,GO:0038023,GO:0031625,GO:0042813,GO:0017147,GO:0001525,GO:0001568,GO:0060070,GO:0008283,GO:1990830,GO:0061301,GO:0045446,GO:0060856,GO:0035426,GO:0031987,GO:0001553,GO:0010812,GO:0035567,GO:0110135,GO:0030335,GO:0050775,GO:0045893,GO:0150012,GO:0030177,GO:0042701,GO:0030947,GO:0001666,GO:0061298,GO:0061299,GO:0061304,GO:0007605,GO:0034446,GO:0001570,GO:0016055,GO:0007223
nbis-gene-3710	GO:0030054,GO:0000785,GO:0010369,GO:0005694,GO:0005794,GO:0005654,GO:0005634,GO:0005721,GO:0035861,GO:0001741,GO:0016407,GO:0004468,GO:0046872,GO:0061733,GO:0007059,GO:0006302,GO:0002244,GO:0007064,GO:0071168,GO:0006275
nbis-gene-2576	GO:0005929,GO:0046872
nbis-gene-2564	GO:0052572
nbis-gene-2406	GO:0015629,GO:0005737,GO:0031941,GO:0000139,GO:0032593,GO:0016459,GO:0031982,GO:0051015,GO:0005524,GO:0005516,GO:0000146,GO:0060001,GO:0007015,GO:0032869,GO:0072659,GO:0030050,GO:0016192
nbis-gene-2406	GO:0015629,GO:0005737,GO:0031941,GO:0000139,GO:0032593,GO:0016459,GO:0031982,GO:0051015,GO:0005524,GO:0005516,GO:0000146,GO:0060001,GO:0007015,GO:0032869,GO:0072659,GO:0030050,GO:0016192
nbis-gene-2678	GO:0005737,GO:0005829,GO:0005634,GO:0047651,GO:0004602,GO:0004364,GO:0018900,GO:0006304,GO:0006749,GO:0009751,GO:0010269,GO:0033197
nbis-gene-3390	GO:0005634,GO:0003677
nbis-gene-3439	GO:0015629,GO:0005737,GO:0005856,GO:0005794,GO:0016020,GO:0005874,GO:0005886,GO:0032587,GO:0003779,GO:0051015,GO:0045296,GO:0005509,GO:0051011,GO:0003723,GO:0005198,GO:0043001,GO:0045104,GO:0045773,GO:0030177,GO:0030334,GO:0010632,GO:0051893,GO:0032886,GO:0150011,GO:0016055,GO:0042060
nbis-gene-2739	GO:0005737,GO:0030371,GO:0061630,GO:0004842,GO:0008270,GO:1990830,GO:0017148,GO:0043161,GO:0016567,GO:0043523
nbis-gene-2642	GO:0004588,GO:0004590,GO:0006207,GO:0044205,GO:0006222
nbis-gene-3121	GO:0005694,GO:0005737,GO:0005730,GO:0005654,GO:0005634,GO:0016274,GO:0004842,GO:0008270,GO:1904878,GO:0045732,GO:0036211,GO:0016567,GO:0042981,GO:0007605,GO:0006511
nbis-gene-2708	GO:0005783,GO:0005789,GO:0005794,GO:0016409,GO:0019706,GO:0140439,GO:0010636,GO:0018345,GO:0140438,GO:0006612
nbis-gene-2565	GO:0015629,GO:0005912,GO:0005938,GO:0000785,GO:0005737,GO:0009898,GO:0005829,GO:0030027,GO:0015630,GO:0005634,GO:0032991,GO:0005524,GO:0005154,GO:0008289,GO:0004715,GO:0004672,GO:0008157,GO:0004713,GO:0030036,GO:0034333,GO:0120179,GO:0007155,GO:0044331,GO:0032869,GO:0036006,GO:0034614,GO:0006935,GO:0019221,GO:0050904,GO:0035426,GO:0038095,GO:0007281,GO:0008286,GO:0038028,GO:0070102,GO:0038109,GO:0008584,GO:0000226,GO:0033007,GO:0018108,GO:0048008,GO:0030838,GO:0030335,GO:0008284,GO:0051092,GO:0042058,GO:0010762,GO:0010591,GO:0043304,GO:0001932,GO:0032496,GO:0036119,GO:0072520,GO:0060009,GO:0007165,GO:0034446
nbis-gene-2718	GO:0005737,GO:0005829,GO:0005634,GO:0019899,GO:0072572,GO:0061630,GO:0004842,GO:0008270,GO:0071333,GO:0070301,GO:0071456,GO:1900408,GO:0090263,GO:0051865,GO:0070936,GO:0006511,GO:0016055
nbis-gene-2718	GO:0005737,GO:0005829,GO:0005634,GO:0019899,GO:0072572,GO:0061630,GO:0004842,GO:0008270,GO:0071333,GO:0070301,GO:0071456,GO:1900408,GO:0090263,GO:0051865,GO:0070936,GO:0006511,GO:0016055
nbis-gene-3494	GO:0043025,GO:0097730,GO:0005886,GO:0005216,GO:0050896
nbis-gene-2383	GO:1904115,GO:0031083,GO:0005737,GO:0005768,GO:0043227,GO:0031201,GO:0030133,GO:0051015,GO:0042803,GO:0008089,GO:0048490,GO:0007596,GO:0035646,GO:0046907,GO:0030318,GO:0032402,GO:0061025,GO:0031175,GO:0032816,GO:0050942,GO:0033299
nbis-gene-2790	GO:0062023,GO:0071953,GO:0005576,GO:0005615,GO:0001527,GO:0007155,GO:0071493,GO:0048251,GO:0010712,GO:0097435,GO:0009650
nbis-gene-3778	GO:0005923,GO:0005911,GO:0031410,GO:0030659,GO:0005829,GO:0030139,GO:0005768,GO:0019897,GO:0005794,GO:0032593,GO:0030027,GO:0016328,GO:0043005,GO:0005886,GO:0055037,GO:0055038,GO:0008021,GO:0005802,GO:0030140,GO:0005525,GO:0003924,GO:0034236,GO:0070830,GO:0032869,GO:0030866,GO:0032456,GO:0016197,GO:0035767,GO:0097368,GO:0048210,GO:0006886,GO:0031175,GO:0010737,GO:1902463,GO:0072659,GO:0009306,GO:0017157,GO:0044795,GO:0006904
nbis-gene-2653	GO:0008073,GO:0006596,GO:0090316
nbis-gene-3005	GO:0005829,GO:0005634,GO:0090575,GO:0001228,GO:0000981,GO:0046983,GO:0000977,GO:0071456,GO:0032869,GO:0008286,GO:0030308,GO:0048477,GO:0010508,GO:0045944,GO:0030334,GO:0006355,GO:0045088,GO:0006357,GO:0060438
nbis-gene-3668	GO:0005737,GO:0043186,GO:0071546,GO:0046872,GO:0034584,GO:0007281,GO:0051321,GO:0030719,GO:0034587,GO:0141007,GO:0007283
nbis-gene-3172	GO:0016324,GO:0031526,GO:0045121,GO:0031966,GO:0005886,GO:0008559,GO:0005524,GO:0016887,GO:0042626,GO:0015225,GO:0015562,GO:0032217,GO:0015143,GO:0015878,GO:0006869,GO:0097744,GO:0032218,GO:0055085
nbis-gene-2303	GO:0001664,GO:0031683,GO:0005525,GO:0003924,GO:0046872,GO:0007186
nbis-gene-2507	GO:0005743,GO:0005750,GO:0005739,GO:0045333,GO:0021680,GO:0021766,GO:0021854,GO:0030901,GO:0006122,GO:0021548,GO:0021860,GO:0021539,GO:0021794
nbis-gene-3612	GO:0012505,GO:0005886,GO:0003677,GO:2000147
nbis-gene-2319	GO:0005634,GO:0110078
nbis-gene-3618	GO:0005737,GO:0005829,GO:0031234,GO:0005886,GO:0005524,GO:0004715,GO:0004713,GO:0005102,GO:0051017,GO:0034332,GO:0043277,GO:0007411,GO:0030154,GO:0016477,GO:0048749,GO:0042742,GO:0007391,GO:0007395,GO:0090136,GO:0071588,GO:0046529,GO:0007476,GO:0045087,GO:0036335,GO:0042059,GO:0045886,GO:0007424,GO:0018108,GO:0045742,GO:0070374,GO:0106016,GO:0045874,GO:0006468,GO:0048167,GO:0007435,GO:0007169
nbis-gene-3460	GO:0005581,GO:0062023,GO:0031012,GO:0005576,GO:0007155
nbis-gene-2518	GO:0005794,GO:0032580,GO:0043231,GO:0008376,GO:0047238,GO:0033842,GO:0030206
nbis-gene-3051	GO:0005829,GO:0005634,GO:0090575,GO:0001228,GO:0000981,GO:0046983,GO:0000977,GO:0071456,GO:0032869,GO:0008286,GO:0030308,GO:0048477,GO:0010508,GO:0045944,GO:0030334,GO:0006355,GO:0045088,GO:0006357,GO:0060438
nbis-gene-3599	GO:0005737,GO:0005524,GO:0004715,GO:0016310
nbis-gene-2445	GO:0030425,GO:0005739,GO:0043025,GO:0005730,GO:0044877,GO:0015035,GO:0045454,GO:0031669,GO:0048678,GO:0009749,GO:0009725,GO:0001666,GO:0014070,GO:0006979,GO:0009410
nbis-gene-3661	GO:0012505,GO:0016020,GO:0048471,GO:0005886,GO:0005355,GO:0015293,GO:0072359,GO:1904659
nbis-gene-3135	GO:0005634,GO:0046983,GO:0008270
nbis-gene-3615	GO:0015629,GO:0042995,GO:0032154,GO:0043034,GO:0005737,GO:0005829,GO:0005925,GO:0036449,GO:0030496,GO:0005634,GO:0005886,GO:0002102,GO:0051015,GO:0005546,GO:0051014,GO:0008154,GO:0051016,GO:0032467,GO:0007519
nbis-gene-2932	GO:0016020,GO:0022857
nbis-gene-2431	GO:0016020
nbis-gene-3503	GO:0005829,GO:0005634,GO:0045202,GO:0003779,GO:0004864,GO:0030036,GO:0031032,GO:0048870,GO:0043149
nbis-gene-2618	GO:0005739,GO:0050459,GO:0030170,GO:0008483
nbis-gene-2723	GO:0005634,GO:0003677
nbis-gene-3092	GO:0009986,GO:0003824
nbis-gene-2336	GO:0005737,GO:0000118,GO:0005634,GO:0043530,GO:0016929,GO:0016787,GO:0000166,GO:0072332,GO:0016926,GO:0009154,GO:0006355
nbis-gene-2982	GO:0022627,GO:0042788,GO:0005791,GO:0003735,GO:0008270,GO:0002181
nbis-gene-2308	GO:0005739,GO:0005654,GO:1990904,GO:0003677,GO:0003730,GO:0043021,GO:0003723,GO:0035368,GO:0021884,GO:2000623,GO:0001514,GO:0021756
nbis-gene-3633	GO:0031410,GO:0016020,GO:0050135,GO:0061809,GO:0016740,GO:0007338
nbis-gene-3418	GO:0005604,GO:0009986,GO:0005783,GO:0031012,GO:0005576,GO:0020037,GO:0140825,GO:0046872,GO:0016684,GO:0001525,GO:0070831,GO:0071711,GO:0007155,GO:0042744,GO:0051260,GO:0070207,GO:0006979
nbis-gene-2502	GO:0030123,GO:1904115,GO:0030659,GO:0005769,GO:0043231,GO:0016020,GO:0098793,GO:0005802,GO:0008089,GO:0048490,GO:0035654,GO:0006896,GO:0006886,GO:0046907,GO:1903232,GO:0060155,GO:0016183,GO:0036465,GO:0016192
nbis-gene-2502	GO:0030123,GO:1904115,GO:0030659,GO:0005769,GO:0043231,GO:0016020,GO:0098793,GO:0005802,GO:0008089,GO:0048490,GO:0035654,GO:0006896,GO:0006886,GO:0046907,GO:1903232,GO:0060155,GO:0016183,GO:0036465,GO:0016192
nbis-gene-2420	GO:0005886,GO:0046872,GO:0003810
nbis-gene-2410	GO:0005737,GO:0016607,GO:0005634,GO:0071011,GO:0071005,GO:0000398,GO:0000381,GO:0008380
nbis-gene-2410	GO:0005737,GO:0016607,GO:0005634,GO:0071011,GO:0071005,GO:0000398,GO:0000381,GO:0008380
nbis-gene-2581	GO:0005730,GO:0005634,GO:0003677,GO:0003725,GO:0045893
nbis-gene-3590	GO:0016235,GO:0005737,GO:0016604,GO:0005730,GO:0005654,GO:0005634,GO:0016605,GO:0070260,GO:0000287,GO:0030145,GO:0004518,GO:0003697,GO:0003714,GO:0036317,GO:0007166,GO:0006302,GO:0048666
nbis-gene-2283	GO:0003779,GO:0042802
nbis-gene-2540	GO:0009986,GO:0005783,GO:0005576,GO:0005794,GO:0005886,GO:0043235,GO:0030133,GO:0005524,GO:0017134,GO:0005007,GO:0042802,GO:0004713,GO:0070977,GO:0030282,GO:0060349,GO:0007267,GO:0002062,GO:0035988,GO:0003416,GO:0001958,GO:1902178,GO:0008543,GO:0000165,GO:0048640,GO:0018108,GO:0008284,GO:0070374,GO:0043410,GO:0043552,GO:0010518,GO:0042531,GO:0046777,GO:0001501,GO:0007169
nbis-gene-2563	GO:0005604,GO:0062023,GO:0070062,GO:0005886,GO:0046872,GO:0009653,GO:0007155,GO:0007154,GO:0042733,GO:0001654,GO:0007507,GO:0048839,GO:0001822,GO:0002009
nbis-gene-3156	GO:0005654,GO:0005634,GO:0003677,GO:0006355
nbis-gene-3578	GO:0005737,GO:0005634,GO:0000049,GO:0001514
nbis-gene-3578	GO:0005737,GO:0005634,GO:0000049,GO:0001514
nbis-gene-3066	GO:0044423
nbis-gene-3422	GO:0030424,GO:0005903,GO:0043034,GO:0005737,GO:0005829,GO:0030425,GO:0070062,GO:0005925,GO:0030056,GO:0045111,GO:0005741,GO:0043209,GO:0048471,GO:0005886,GO:0042383,GO:0016528,GO:0030018,GO:0051015,GO:0030506,GO:0045296,GO:0002162,GO:0043621,GO:0003723,GO:0005200,GO:0008307,GO:2000689,GO:0034332,GO:0055013,GO:0000902,GO:0031668,GO:0071498,GO:0071464,GO:0071260,GO:0061436,GO:0010761,GO:0010467,GO:0031581,GO:0045104,GO:0045109,GO:0003334,GO:0002522,GO:0070584,GO:0035264,GO:0045445,GO:0006997,GO:0032287,GO:0008104,GO:0043933,GO:0043114,GO:0022904,GO:0032094,GO:0045214,GO:0048741,GO:0014866,GO:0010818,GO:0120193,GO:0019226,GO:0042060
nbis-gene-3712	GO:0005737,GO:0005730,GO:0005634,GO:0046872,GO:0004842,GO:0006915,GO:0016567
nbis-gene-3437	GO:0042575,GO:0004190,GO:0003887,GO:0004519,GO:0003676,GO:0003964,GO:0015074,GO:0006508
nbis-gene-3792	GO:0097440,GO:0030424,GO:0044297,GO:0005938,GO:0042995,GO:0005856,GO:0030425,GO:0043197,GO:0005925,GO:0098978,GO:0030426,GO:0030027,GO:0043025,GO:0017146,GO:0005634,GO:0048471,GO:0098794,GO:0014069,GO:0099092,GO:0098793,GO:0098685,GO:0043423,GO:0005524,GO:0004683,GO:0019899,GO:0004972,GO:0004715,GO:0004672,GO:0043621,GO:0044877,GO:0031625,GO:0007015,GO:0002250,GO:0001525,GO:0043534,GO:0045453,GO:0007155,GO:0007166,GO:0006968,GO:0071498,GO:0071300,GO:0070098,GO:0086100,GO:0007173,GO:0048041,GO:0014009,GO:0007229,GO:0035235,GO:0060292,GO:0060291,GO:0000165,GO:0002315,GO:0043066,GO:0030502,GO:0008285,GO:0010656,GO:0045638,GO:0043524,GO:0030279,GO:0043267,GO:0031175,GO:0001556,GO:0038083,GO:0018108,GO:0030838,GO:0045766,GO:2000538,GO:0030307,GO:0030335,GO:0008284,GO:0001954,GO:0007204,GO:2000573,GO:0010595,GO:0070374,GO:2000463,GO:0046330,GO:0010976,GO:0045429,GO:0050731,GO:0045860,GO:0051247,GO:2000379,GO:0051968,GO:0045727,GO:2000060,GO:0099170,GO:0032956,GO:0030155,GO:0008360,GO:2000114,GO:0032960,GO:0010758,GO:2000310,GO:0099151,GO:0051279,GO:2000058,GO:0051592,GO:0051591,GO:0043157,GO:0042220,GO:0045471,GO:0009749,GO:0009725,GO:0042542,GO:0001666,GO:0035902,GO:0002931,GO:0009612,GO:0009410,GO:0007172,GO:0002040,GO:0043149,GO:0033209,GO:0048010
nbis-gene-3312	GO:0005737,GO:0005829,GO:0120293,GO:0005576,GO:0101031,GO:0070286,GO:0060285,GO:0003351,GO:0061966,GO:0051649,GO:0001701,GO:0036159,GO:0036158,GO:0032526
nbis-gene-2867	GO:0005776,GO:0000421,GO:0030424,GO:0005737,GO:0005829,GO:0016234,GO:0016020,GO:0005635,GO:0031965,GO:0005730,GO:0005654,GO:0043204,GO:0005886,GO:0016605,GO:0005545,GO:0046872,GO:0035973
